INSTANCE,VCPU,RAM,PAY AS YOU GO,PAY AS YOU GO WITH AZURE HYBRID BENEFIT,ONE YEAR RESERVED,ONE YEAR RESERVED WITH AZURE HYBRID BENEFIT,THREE YEAR RESERVED,THREE YEAR RESERVED WITH AZURE HYBRID BENEFIT,SPOT,SPOT WITH AZURE HYBRID BENEFIT,ONE YEAR SAVINGS PLAN,ONE YEAR SAVINGS PLAN WITH AZURE HYBRID BENEFIT,THREE YEAR SAVINGS PLAN,THREE YEAR SAVINGS PLAN WITH AZURE HYBRID BENEFIT,ARCH,CONSTRAINED CPU,PREMIUM STORAGE
DS14-8 v2,16,112,2.111,1.482,1.4417,0.7057,1.2026,0.4666,0.2749,0.151,2.0196,1.2836,1.749,1.013,Intel,8,false
E16-4ads v5,16,128,1.784,1.048,1.3543,0.6183,1.1343,0.3983,0.1784,0.1048,1.4477,0.7117,1.2259,0.4899,AMD,4,true
E16-4as v4,16,128,1.744,1.008,1.3287,0.5927,1.115,0.379,0.1744,0.1008,1.4176,0.6816,1.2131,0.4771,AMD,4,true
E16-4as v5,16,128,1.64,0.904,1.2693,0.5333,1.0795,0.3435,0.164,0.0904,1.349,0.613,1.164,0.428,AMD,4,true
E16-4ds v4,16,128,1.888,1.152,1.4134,0.6774,1.1691,0.4331,0.1888,0.1152,1.5164,0.7804,1.2743,0.5383,Intel,4,true
E16-4ds v5,16,128,1.888,1.152,1.4157,0.6797,1.1738,0.4378,0.1888,0.1152,1.5164,0.7804,1.2743,0.5383,Intel,4,true
E16-4s v3,16,128,1.744,1.008,1.3617,0.6257,1.1361,0.4001,0.1744,0.1008,1.609,0.873,1.425,0.689,Intel,4,true
E16-4s v4,16,128,1.744,1.008,1.3287,0.5927,1.115,0.379,0.1744,0.1008,1.4176,0.6816,1.2131,0.4771,Intel,4,true
E16-4s v5,16,128,1.744,1.008,1.3308,0.5948,1.119,0.383,0.1744,0.1008,1.4176,0.6816,1.2131,0.4771,Intel,4,true
E16-8ads v5,16,128,1.784,1.048,1.3543,0.6183,1.1343,0.3983,0.1784,0.1048,1.4477,0.7117,1.2259,0.4899,AMD,8,true
E16-8as v4,16,128,1.744,1.008,1.3287,0.5927,1.115,0.379,0.1744,0.1008,1.4176,0.6816,1.2131,0.4771,AMD,8,true
E16-8as v5,16,128,1.64,0.904,1.2693,0.5333,1.0795,0.3435,0.164,0.0904,1.349,0.613,1.164,0.428,AMD,8,true
E16-8ds v4,16,128,1.888,1.152,1.4134,0.6774,1.1691,0.4331,0.1888,0.1152,1.5164,0.7804,1.2743,0.5383,Intel,8,true
E16-8ds v5,16,128,1.888,1.152,1.4157,0.6797,1.1738,0.4378,0.1888,0.1152,1.5164,0.7804,1.2743,0.5383,Intel,8,true
E16-8s v3,16,128,1.744,1.008,1.3617,0.6257,1.1361,0.4001,0.1744,0.1008,1.609,0.873,1.425,0.689,Intel,8,true
E16-8s v4,16,128,1.744,1.008,1.3287,0.5927,1.115,0.379,0.1744,0.1008,1.4176,0.6816,1.2131,0.4771,Intel,8,true
E16-8s v5,16,128,1.744,1.008,1.3308,0.5948,1.119,0.383,0.1744,0.1008,1.4176,0.6816,1.2131,0.4771,Intel,8,true
M16-4ms,16,437.5,4.2138,3.073,2.5032,1.7672,1.5957,0.8597,0.4214,0.3073,2.8561,2.1201,1.8112,1.0752,Intel,4,true
M16-8ms,16,437.5,4.2138,3.073,2.5032,1.7672,1.5957,0.8597,0.4214,0.3073,2.8561,2.1201,1.8112,1.0752,Intel,8,true
E32-16ads v5,32,256,3.568,2.096,2.7086,1.2366,2.2685,0.7965,0.3568,0.2096,2.8954,1.4234,2.4519,0.9799,AMD,16,true
E32-16as v4,32,256,3.488,2.016,2.6574,1.1854,2.23,0.758,0.3488,0.2016,2.8352,1.3632,2.4262,0.9542,AMD,16,true
E32-16as v5,32,256,3.28,1.808,2.5387,1.0667,2.159,0.687,0.328,0.1808,2.698,1.226,2.3279,0.8559,AMD,16,true
E32-16ds v4,32,256,3.776,2.304,2.8268,1.3548,2.3383,0.8663,0.3776,0.2304,3.0327,1.5607,2.5487,1.0767,Intel,16,true
E32-16ds v5,32,256,3.776,2.304,2.8314,1.3594,2.3475,0.8755,0.3776,0.2304,3.0327,1.5607,2.5487,1.0767,Intel,16,true
E32-16s v3,32,256,3.488,2.016,2.7233,1.2513,2.2721,0.8001,0.3488,0.2016,3.2181,1.7461,2.8499,1.3779,Intel,16,true
E32-16s v4,32,256,3.488,2.016,2.6574,1.1854,2.23,0.758,0.3488,0.2016,2.8352,1.3632,2.4262,0.9542,Intel,16,true
E32-16s v5,32,256,3.488,2.016,2.6614,1.1894,2.2381,0.7661,0.3488,0.2016,2.8352,1.3632,2.4262,0.9542,Intel,16,true
E32-8ads v5,32,256,3.568,2.096,2.7086,1.2366,2.2685,0.7965,0.3568,0.2096,2.8954,1.4234,2.4519,0.9799,AMD,8,true
E32-8as v4,32,256,3.488,2.016,2.6574,1.1854,2.23,0.758,0.3488,0.2016,2.8352,1.3632,2.4262,0.9542,AMD,8,true
E32-8as v5,32,256,3.28,1.808,2.5387,1.0667,2.159,0.687,0.328,0.1808,2.698,1.226,2.3279,0.8559,AMD,8,true
E32-8ds v4,32,256,3.776,2.304,2.8268,1.3548,2.3383,0.8663,0.3776,0.2304,3.0327,1.5607,2.5487,1.0767,Intel,8,true
E32-8ds v5,32,256,3.776,2.304,2.8314,1.3594,2.3475,0.8755,0.3776,0.2304,3.0327,1.5607,2.5487,1.0767,Intel,8,true
E32-8s v3,32,256,3.488,2.016,2.7233,1.2513,2.2721,0.8001,0.3488,0.2016,3.2181,1.7461,2.8499,1.3779,Intel,8,true
E32-8s v4,32,256,3.488,2.016,2.6574,1.1854,2.23,0.758,0.3488,0.2016,2.8352,1.3632,2.4262,0.9542,Intel,8,true
E32-8s v5,32,256,3.488,2.016,2.6614,1.1894,2.2381,0.7661,0.3488,0.2016,2.8352,1.3632,2.4262,0.9542,Intel,8,true
M32-16ms,32,875,8.4276,6.146,5.0064,3.5344,3.1914,1.7194,0.8428,0.6146,5.7121,4.2401,3.6225,2.1505,Intel,16,true
M32-8ms,32,875,8.4276,6.146,5.0064,3.5344,3.1914,1.7194,0.8428,0.6146,5.7121,4.2401,3.6225,2.1505,Intel,8,true
E64-16s v3,64,432,6.573,3.629,5.3026,2.3586,4.4522,1.5082,0.6573,0.3629,6.0871,3.1431,5.4244,2.4804,Intel,16,true
E64-32s v3,64,432,6.573,3.629,5.3026,2.3586,4.4522,1.5082,0.6573,0.3629,6.0871,3.1431,5.4244,2.4804,Intel,32,true
E64-16ds v4,64,504,7.552,4.608,5.6535,2.7095,4.6766,1.7326,0.7552,0.4608,6.0655,3.1215,5.0973,2.1533,Intel,16,true
E64-16s v4,64,504,6.976,4.032,5.3148,2.3708,4.46,1.516,0.6976,0.4032,5.6704,2.7264,4.8524,1.9084,Intel,16,true
E64-32ds v4,64,504,7.552,4.608,5.6535,2.7095,4.6766,1.7326,0.7552,0.4608,6.0655,3.1215,5.0973,2.1533,Intel,32,true
E64-32s v4,64,504,6.976,4.032,5.3148,2.3708,4.46,1.516,0.6976,0.4032,5.6704,2.7264,4.8524,1.9084,Intel,32,true
E64-16ads v5,64,512,7.136,4.192,5.4173,2.4733,4.537,1.593,0.7136,0.4192,5.7908,2.8468,4.9038,1.9598,AMD,16,true
E64-16as v4,64,512,6.976,4.032,5.3148,2.3708,4.46,1.516,0.6976,0.4032,5.6704,2.7264,4.8524,1.9084,AMD,16,true
E64-16as v5,64,512,6.56,3.616,5.0775,2.1335,4.3181,1.3741,0.656,0.3616,5.396,2.452,4.6558,1.7118,AMD,16,true
E64-16ds v5,64,512,7.552,4.608,5.6627,2.7187,4.695,1.751,0.7552,0.4608,6.0655,3.1215,5.0973,2.1533,Intel,16,true
E64-16s v5,64,512,6.976,4.032,5.3229,2.3789,4.4762,1.5322,0.6976,0.4032,5.6704,2.7264,4.8524,1.9084,Intel,16,true
E64-32ads v5,64,512,7.136,4.192,5.4173,2.4733,4.537,1.593,0.7136,0.4192,5.7908,2.8468,4.9038,1.9598,AMD,32,true
E64-32as v4,64,512,6.976,4.032,5.3148,2.3708,4.46,1.516,0.6976,0.4032,5.6704,2.7264,4.8524,1.9084,AMD,32,true
E64-32as v5,64,512,6.56,3.616,5.0775,2.1335,4.3181,1.3741,0.656,0.3616,5.396,2.452,4.6558,1.7118,AMD,32,true
E64-32ds v5,64,512,7.552,4.608,5.6627,2.7187,4.695,1.751,0.7552,0.4608,6.0655,3.1215,5.0973,2.1533,Intel,32,true
E64-32s v5,64,512,6.976,4.032,5.3229,2.3789,4.4762,1.5322,0.6976,0.4032,5.6704,2.7264,4.8524,1.9084,Intel,32,true
M64-16ms,64,1750,14.641,10.337,8.8882,5.9442,5.8358,2.8918,1.4641,1.0337,10.0755,7.1315,6.5609,3.6169,Intel,16,true
M64-32ms,64,1750,14.641,10.337,8.8882,5.9442,5.8358,2.8918,1.4641,1.0337,10.0755,7.1315,6.5609,3.6169,Intel,32,true
E96-24ads v5,96,672,10.704,6.288,8.1259,3.7099,6.8054,2.3894,1.0704,0.6288,8.6862,4.2702,7.3556,2.9396,AMD,24,true
E96-24as v4,96,672,10.464,6.048,7.9723,3.5563,6.6901,2.2741,1.0464,0.6048,8.5057,4.0897,7.2785,2.8625,AMD,24,true
E96-24as v5,96,672,9.84,5.424,7.6161,3.2001,6.4771,2.0611,0.984,0.5424,8.094,3.678,6.9837,2.5677,AMD,24,true
E96-24ds v5,96,672,11.328,6.912,8.4941,4.0781,7.0426,2.6266,1.1328,0.6912,9.0982,4.6822,7.646,3.23,Intel,24,true
E96-24s v5,96,672,10.464,6.048,7.9843,3.5683,6.7143,2.2983,1.0464,0.6048,8.5057,4.0897,7.2785,2.8625,Intel,24,true
E96-48ads v5,96,672,10.704,6.288,8.1259,3.7099,6.8054,2.3894,1.0704,0.6288,8.6862,4.2702,7.3556,2.9396,AMD,48,true
E96-48as v4,96,672,10.464,6.048,7.9723,3.5563,6.6901,2.2741,1.0464,0.6048,8.5057,4.0897,7.2785,2.8625,AMD,48,true
E96-48as v5,96,672,9.84,5.424,7.6161,3.2001,6.4771,2.0611,0.984,0.5424,8.094,3.678,6.9837,2.5677,AMD,48,true
E96-48ds v5,96,672,11.328,6.912,8.4941,4.0781,7.0426,2.6266,1.1328,0.6912,9.0982,4.6822,7.646,3.23,Intel,48,true
E96-48s v5,96,672,10.464,6.048,7.9843,3.5683,6.7143,2.2983,1.0464,0.6048,8.5057,4.0897,7.2785,2.8625,Intel,48,true
M128-32ms,128,3800,35.814,26.688,21.1941,15.3061,13.3341,7.4461,3.5814,2.6688,24.3001,18.4121,15.2261,9.3381,Intel,32,true
M128-64ms,128,3800,35.814,26.688,21.1941,15.3061,13.3341,7.4461,3.5814,2.6688,24.3001,18.4121,15.2261,9.3381,Intel,64,true
L8as v3,8,64,0.992,0.624,0.7673,0.3993,0.6301,0.2621,0.1042,0.0624,0.8278,0.4598,0.6836,0.3156,AMD,8,true
L16as v3,16,128,1.984,1.248,1.5347,0.7987,1.2602,0.5242,0.2083,0.1248,1.6557,0.9197,1.3671,0.6311,AMD,16,true
L32as v3,32,256,3.968,2.496,3.0695,1.5975,2.5203,1.0483,0.4166,0.2496,3.3113,1.8393,2.7342,1.2622,AMD,32,true
L48as v3,48,384,5.952,3.744,4.6041,2.3961,3.7805,1.5725,0.625,0.3744,4.967,2.759,4.1013,1.8933,AMD,48,true
L64as v3,64,512,7.936,4.992,6.1389,3.1949,5.0407,2.0967,0.8333,0.4992,6.6226,3.6786,5.4685,2.5245,AMD,64,true
L80as v3,80,640,9.92,6.24,7.6736,3.9936,6.3008,2.6208,1.0416,0.624,8.2783,4.5983,6.8356,3.1556,AMD,80,true
L8s v2,8,64,0.992,0.624,0.7655,0.3975,0.632,0.264,0.0992,0.0624,0.8278,0.4598,0.6836,0.3156,Intel,8,true
L16s v2,16,128,1.984,1.248,1.531,0.795,1.2639,0.5279,0.1984,0.1248,1.6557,0.9197,1.3671,0.6311,Intel,16,true
L32s v2,32,256,3.968,2.496,3.062,1.59,2.5278,1.0558,0.3968,0.2496,3.3113,1.8393,2.7342,1.2622,Intel,32,true
L48s v2,48,384,5.952,3.744,4.5929,2.3849,3.7916,1.5836,0.5952,0.3744,4.967,2.759,4.1013,1.8933,Intel,48,true
L64s v2,64,512,7.936,4.992,6.1239,3.1799,5.0556,2.1116,0.7936,0.4992,6.6226,3.6786,5.4685,2.5245,Intel,64,true
L80s v2,80,640,9.92,6.24,7.6549,3.9749,6.3193,2.6393,0.992,0.624,8.2783,4.5983,6.8356,3.1556,Intel,80,true
L8s v3,8,64,1.064,0.696,0.8134,0.4454,0.6603,0.2923,0.1064,0.0696,0.8809,0.5129,0.72,0.352,Intel,8,true
L16s v3,16,128,2.128,1.392,1.6269,0.8909,1.3206,0.5846,0.2128,0.1392,1.7618,1.0258,1.4399,0.7039,Intel,16,true
L32s v3,32,256,4.256,2.784,3.2537,1.7817,2.6413,1.1693,0.4256,0.2784,3.5235,2.0515,2.8799,1.4079,Intel,32,true
L48s v3,48,384,6.384,4.176,4.8806,2.6726,3.9619,1.7539,0.6384,0.4176,5.2853,3.0773,4.3198,2.1118,Intel,48,true
L64s v3,64,512,8.512,5.568,6.5075,3.5635,5.2826,2.3386,0.8512,0.5568,7.0471,4.1031,5.7597,2.8157,Intel,64,true
L80s v3,80,640,10.64,6.96,8.1345,4.4545,6.6032,2.9232,1.064,0.696,8.8088,5.1288,7.1997,3.5197,Intel,80,true
NC6,6,56,1.084,0.9,N/A,N/A,N/A,N/A,0.1084,0.09,0.9353,0.6593,0.755,0.479,Intel,6,false
NC12,12,112,2.168,1.8,N/A,N/A,N/A,N/A,0.2168,0.18,1.8705,1.3185,1.51,0.958,Intel,12,false
NC24r,24,224,4.77,3.96,N/A,N/A,N/A,N/A,0.477,0.396,4.0047,2.9007,3.2115,2.1075,Intel,24,false
NC24,24,224,4.336,3.6,N/A,N/A,N/A,N/A,0.4336,0.36,3.741,2.637,3.0199,1.9159,Intel,24,false
NC6s v2,6,112,2.493,2.07,N/A,N/A,N/A,N/A,0.2515,0.207,1.9991,1.7231,1.553,1.277,Intel,6,true
NC12s v2,12,224,4.986,4.14,N/A,N/A,N/A,N/A,0.5031,0.414,3.9981,3.4461,3.106,2.554,Intel,12,true
NC24rs v2,24,448,10.971,9.108,N/A,N/A,N/A,N/A,1.107,0.9108,8.6855,7.5815,6.7227,5.6187,Intel,24,true
NC24s v2,24,448,9.972,8.28,N/A,N/A,N/A,N/A,1.0062,0.828,7.9963,6.8923,6.2119,5.1079,Intel,24,true
NC6s v3,6,112,3.336,3.06,2.2252,1.9492,1.2552,0.9792,0.9394,0.7574,2.519,2.243,1.9042,1.6282,Intel,6,true
NC12s v3,12,224,6.672,6.12,4.4504,3.8984,2.5104,1.9584,1.8788,1.5147,5.038,4.486,3.8085,3.2565,Intel,12,true
NC24rs v3,24,448,14.56,13.46,9.6806,8.5766,5.4396,4.3356,4.1001,3.3314,10.9702,9.8662,8.2661,7.1621,Intel,24,true
NC24s v3,24,448,13.344,12.24,8.9009,7.7969,5.0208,3.9168,3.7577,3.0294,10.0759,8.9719,7.6169,6.5129,Intel,24,true
NC4as T4 v3,4,28,0.71,0.526,0.4933,0.3093,0.3818,0.1978,0.071,0.0526,0.5397,0.3557,0.4314,0.2474,AMD,4,true
NC8as T4 v3,8,56,1.12,0.752,0.8101,0.4421,0.6508,0.2828,0.112,0.0752,0.8765,0.5085,0.7217,0.3537,AMD,8,true
NC16as T4 v3,16,110,1.94,1.204,1.444,0.708,1.1887,0.4527,0.194,0.1204,1.5501,0.8141,1.3024,0.5664,AMD,16,true
NC64as T4 v3,64,440,7.296,4.352,5.503,2.559,4.5803,1.6363,0.7296,0.4352,5.8868,2.9428,4.9912,2.0472,AMD,64,true
NC24ads A100 v4,24,220,4.777,3.673,3.505,2.401,2.4671,1.3631,0.6678,0.3908,4.1614,3.0574,3.3699,2.2659,AMD,24,true
NC48ads A100 v4,48,440,9.554,7.346,7.0101,4.8021,4.9341,2.7261,1.3356,0.7816,8.3228,6.1148,6.7398,4.5318,AMD,48,true
NC96ads A100 v4,96,880,19.108,14.692,14.0201,9.6041,9.8682,5.4522,2.6713,1.5632,16.6456,12.2296,13.4795,9.0635,AMD,96,true
NV6,6,56,1.44,1.14,N/A,N/A,N/A,N/A,0.144,0.114,1.2249,0.9489,0.9793,0.7033,Intel,6,false
NV12,12,112,2.88,2.28,N/A,N/A,N/A,N/A,0.288,0.228,2.4499,1.8979,1.9585,1.4065,Intel,12,false
NV24,24,224,5.761,4.56,N/A,N/A,N/A,N/A,0.5761,0.456,4.8997,3.7957,3.9171,2.8131,Intel,24,false
NV12s v3,12,112,1.692,1.14,1.2781,0.7261,1.0536,0.5016,0.1692,0.114,1.3872,0.8352,1.1583,0.6063,Intel,12,true
NV24s v3,24,224,3.384,2.28,2.5564,1.4524,2.1072,1.0032,0.3384,0.228,2.7743,1.6703,2.3165,1.2125,Intel,24,true
NV48s v3,48,448,6.768,4.56,5.1127,2.9047,4.2144,2.0064,0.6768,0.456,5.5487,3.3407,4.633,2.425,Intel,48,true
NV4as v4,4,14,0.417,0.233,0.3331,0.1491,0.2865,0.1025,0.0417,0.0233,0.378,0.194,0.3277,0.1437,AMD,4,true
NV8as v4,8,28,0.834,0.466,0.6663,0.2983,0.573,0.205,0.0834,0.0466,0.7559,0.3879,0.6555,0.2875,AMD,8,true
NV16as v4,16,56,1.668,0.932,1.3325,0.5965,1.1461,0.4101,0.1668,0.0932,1.5118,0.7758,1.311,0.575,AMD,16,true
NV32as v4,32,112,3.336,1.864,2.6649,1.1929,2.2922,0.8202,0.3336,0.1864,3.0236,1.5516,2.6219,1.1499,AMD,32,true
NV6adsv5,6,55,0.73,0.454,0.5665,0.2905,0.4758,0.1998,0.1825,0.1135,0.6539,0.3779,0.5561,0.2801,AMD,6,true
NV12ads A10 v5,12,110,1.46,0.908,1.1332,0.5812,0.9515,0.3995,0.365,0.227,1.3078,0.7558,1.1122,0.5602,AMD,12,true
NV18ads A10 v5,18,220,2.428,1.6,1.852,1.024,1.532,0.704,0.607,0.4,2.1598,1.3318,1.815,0.987,AMD,18,true
NV36ads A10 v5,36,440,4.856,3.2,3.704,2.048,3.064,1.408,1.214,0.8,4.3197,2.6637,3.6301,1.9741,AMD,36,true
NV36adms A10 v5,36,880,6.176,4.52,4.5488,2.8928,3.6448,1.9888,1.544,1.13,5.4185,3.7625,4.4444,2.7884,AMD,36,true
NV72ads A10 v5,72,880,9.832,6.52,7.4848,4.1728,6.1808,2.8688,2.458,1.63,8.7393,5.4273,7.3342,4.0222,AMD,72,true
ND6s,6,112,2.493,2.07,1.5946,1.3186,1.1949,0.9189,0.2493,0.207,1.9991,1.7231,1.553,1.277,Intel,6,true
ND12s,12,224,4.986,4.14,3.1891,2.6371,2.3897,1.8377,0.4986,0.414,3.9981,3.4461,3.106,2.554,Intel,12,true
ND24rs,24,448,10.971,9.108,6.9055,5.8015,5.147,4.043,1.0971,0.9108,8.6855,7.5815,6.7227,5.6187,Intel,24,true
ND24s,24,448,9.972,8.28,6.3782,5.2742,4.7795,3.6755,0.9972,0.828,7.9963,6.8923,6.2119,5.1079,Intel,24,true
ND40rs v2,40,672,23.872,22.032,12.6357,10.7957,N/A,N/A,3.4065,2.6482,20.1794,18.3394,15.4315,13.5915,Intel,40,true
ND96asr A100 v4,96,900,31.613,27.197,23.2443,18.8283,15.2947,10.8787,9.5218,8.1917,27.0357,22.6197,18.0417,13.6257,AMD,96,true
ND96amsr A100 v4,96,1900,37.186,32.77,25.3888,20.9728,18.8348,14.4188,6.4295,4.5714,32.6605,28.2445,21.4269,17.0109,AMD,96,true
H8,8,56,1.754,0.904,N/A,N/A,N/A,N/A,0.2515,0.0904,1.1205,0.7525,0.9257,0.5577,Intel,8,false
H8m,8,112,2.35,1.211,N/A,N/A,N/A,N/A,0.337,0.1211,1.376,1.008,1.1151,0.7471,Intel,8,false
H16r,16,112,3.858,1.988,N/A,N/A,N/A,N/A,0.5532,0.1988,2.3908,1.6548,1.9624,1.2264,Intel,16,false
H16,16,112,3.508,1.807,N/A,N/A,N/A,N/A,0.503,0.1807,2.2402,1.5042,1.8507,1.1147,Intel,16,false
H16mr,16,224,5.169,2.664,N/A,N/A,N/A,N/A,0.7412,0.2664,2.9535,2.2175,2.3794,1.6434,Intel,16,false
H16m,16,224,4.699,2.422,N/A,N/A,N/A,N/A,0.6738,0.2422,2.7521,2.0161,2.2301,1.4941,Intel,16,false
HB60rs,60,228,5.04,2.28,4.698,1.938,4.356,1.596,0.506,0.228,4.7345,1.9745,4.5158,1.7558,Intel,60,true
HB60-15rs,60,228,5.04,2.28,4.698,1.938,4.356,1.596,0.506,0.228,4.7345,1.9745,4.5158,1.7558,Intel,15,true
HB60-30rs,60,228,5.04,2.28,4.698,1.938,4.356,1.596,0.506,0.228,4.7345,1.9745,4.5158,1.7558,Intel,30,true
HB60-45rs,60,228,5.04,2.28,4.698,1.938,4.356,1.596,0.506,0.228,4.7345,1.9745,4.5158,1.7558,Intel,45,true
HB120rs v2,120,456,9.12,3.6,8.22,2.7,7.32,1.8,0.912,0.36,8.5166,2.9966,7.7408,2.2208,Intel,120,true
HB120-16rs v2,120,456,9.12,3.6,8.22,2.7,7.32,1.8,0.912,0.36,8.5166,2.9966,7.7408,2.2208,Intel,16,true
HB120-32rs v2,120,456,9.12,3.6,8.22,2.7,7.32,1.8,0.912,0.36,8.5166,2.9966,7.7408,2.2208,Intel,32,true
HB120-64rs v2,120,456,9.12,3.6,8.22,2.7,7.32,1.8,0.912,0.36,8.5166,2.9966,7.7408,2.2208,Intel,64,true
HB120-96rs v2,120,456,9.12,3.6,8.22,2.7,7.32,1.8,0.912,0.36,8.5166,2.9966,7.7408,2.2208,Intel,96,true
HB120rs v3,120,448,8.22,2.7,7.32,1.8,0.912,0.36,6.7199,1.1999,7.7408,2.2208,0.912,0.36,Intel,120,true
HB120-16rs v3,120,448,8.22,2.7,7.32,1.8,0.912,0.36,6.7199,1.1999,7.7408,2.2208,0.912,0.36,Intel,16,true
HB120-32rs v3,120,448,8.22,2.7,7.32,1.8,0.912,0.36,6.7199,1.1999,7.7408,2.2208,0.912,0.36,Intel,32,true
HB120-64rs v3,120,448,8.22,2.7,7.32,1.8,0.912,0.36,6.7199,1.1999,7.7408,2.2208,0.912,0.36,Intel,64,true
HB120-96rs v3,120,448,8.22,2.7,7.32,1.8,0.912,0.36,6.7199,1.1999,7.7408,2.2208,0.912,0.36,Intel,96,true
HB176rs v4,176,656,N/A,7.2,5.4001,5.4001,3.6001,3.6001,N/A,1.8,5.9933,5.9933,4.4417,4.4417,Intel,176,true
HB176-144rs v4,176,640,N/A,7.2,5.4001,5.4001,3.6001,3.6001,N/A,1.8,5.9933,5.9933,4.4417,4.4417,Intel,144,true
HB176-24rs v4,176,640,N/A,7.2,5.4001,5.4001,3.6001,3.6001,N/A,1.8,5.9933,5.9933,4.4417,4.4417,Intel,24,true
HB176-48rs v4,176,640,N/A,7.2,5.4001,5.4001,3.6001,3.6001,N/A,1.8,5.9933,5.9933,4.4417,4.4417,Intel,48,true
HB176-96rs v4,176,640,N/A,7.2,5.4001,5.4001,3.6001,3.6001,N/A,1.8,5.9933,5.9933,4.4417,4.4417,Intel,96,true
HX176rs,176,1300,6.4799,6.4799,4.3199,4.3199,N/A,2.16,2.8797,2.8797,5.33,5.33,N/A,2.16,Intel,176,true
HX176-144rs,176,1300,6.4799,6.4799,4.3199,4.3199,N/A,2.16,2.8797,2.8797,5.33,5.33,N/A,2.16,Intel,144,true
HX176-24rs,176,1300,6.4799,6.4799,4.3199,4.3199,N/A,2.16,2.8797,2.8797,5.33,5.33,N/A,2.16,Intel,24,true
HX176-48rs,176,1300,6.4799,6.4799,4.3199,4.3199,N/A,2.16,2.8797,2.8797,5.33,5.33,N/A,2.16,Intel,48,true
HX176-96rs,176,1300,6.4799,6.4799,4.3199,4.3199,N/A,2.16,2.8797,2.8797,5.33,5.33,N/A,2.16,Intel,96,true
HC44rs,44,352,5.192,3.168,4.7168,2.6928,4.2416,2.2176,0.5192,0.3168,4.7675,2.7435,4.4637,2.4397,Intel,44,true
HC44-16rs,44,352,5.192,3.168,4.7168,2.6928,4.2416,2.2176,0.5192,0.3168,4.7675,2.7435,4.4637,2.4397,Intel,16,true
HC44-32rs,44,352,5.192,3.168,4.7168,2.6928,4.2416,2.2176,0.5192,0.3168,4.7675,2.7435,4.4637,2.4397,Intel,32,true
